file_path,filename,device_family,device_id,state,distance_label,probe_id,domain,channel_mode,channels,start_time,increment_sec,sample_count,is_duplicate,quality_flags
Motor_Data/MOTOR_1_ON/time domain/NewFile4.csv,NewFile4.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile40.csv,NewFile40.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile41.csv,NewFile41.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile42.csv,NewFile42.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile43.csv,NewFile43.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile44.csv,NewFile44.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile45.csv,NewFile45.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile46.csv,NewFile46.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile47.csv,NewFile47.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile48.csv,NewFile48.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile49.csv,NewFile49.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile5.csv,NewFile5.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile50.csv,NewFile50.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile51.csv,NewFile51.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile52.csv,NewFile52.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile53.csv,NewFile53.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile54.csv,NewFile54.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile55.csv,NewFile55.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile56.csv,NewFile56.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile57.csv,NewFile57.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile58.csv,NewFile58.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile59.csv,NewFile59.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile6.csv,NewFile6.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile60.csv,NewFile60.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile61.csv,NewFile61.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile62.csv,NewFile62.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile63.csv,NewFile63.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile64.csv,NewFile64.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile65.csv,NewFile65.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile66.csv,NewFile66.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile67.csv,NewFile67.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile68.csv,NewFile68.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile69.csv,NewFile69.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile7.csv,NewFile7.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile70.csv,NewFile70.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile71.csv,NewFile71.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile72.csv,NewFile72.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile73.csv,NewFile73.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile74.csv,NewFile74.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile75.csv,NewFile75.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile8.csv,NewFile8.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/time domain/NewFile9.csv,NewFile9.csv,motor,motor_1,on,unknown,default,time,single_ch2,CH2,-0.03,5e-05,1200,False,ok
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-1.csv,FREAK-domain-1.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-10.csv,FREAK-domain-10.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-11.csv,FREAK-domain-11.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-12.csv,FREAK-domain-12.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-13.csv,FREAK-domain-13.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-14.csv,FREAK-domain-14.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-15.csv,FREAK-domain-15.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-16.csv,FREAK-domain-16.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-17.csv,FREAK-domain-17.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-18.csv,FREAK-domain-18.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-19.csv,FREAK-domain-19.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-2.csv,FREAK-domain-2.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-20.csv,FREAK-domain-20.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-21.csv,FREAK-domain-21.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-22.csv,FREAK-domain-22.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-23.csv,FREAK-domain-23.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-24.csv,FREAK-domain-24.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-25.csv,FREAK-domain-25.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-26.csv,FREAK-domain-26.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-27.csv,FREAK-domain-27.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-28.csv,FREAK-domain-28.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-29.csv,FREAK-domain-29.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-3.csv,FREAK-domain-3.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-30.csv,FREAK-domain-30.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-31.csv,FREAK-domain-31.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-32.csv,FREAK-domain-32.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-33.csv,FREAK-domain-33.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-34.csv,FREAK-domain-34.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-35.csv,FREAK-domain-35.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-36.csv,FREAK-domain-36.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-37.csv,FREAK-domain-37.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-38.csv,FREAK-domain-38.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-39.csv,FREAK-domain-39.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-4.csv,FREAK-domain-4.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-40.csv,FREAK-domain-40.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-41.csv,FREAK-domain-41.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-42.csv,FREAK-domain-42.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-43.csv,FREAK-domain-43.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-44.csv,FREAK-domain-44.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-45.csv,FREAK-domain-45.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-46.csv,FREAK-domain-46.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-47.csv,FREAK-domain-47.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-48.csv,FREAK-domain-48.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-49.csv,FREAK-domain-49.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-5.csv,FREAK-domain-5.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-50.csv,FREAK-domain-50.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-51.csv,FREAK-domain-51.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-52.csv,FREAK-domain-52.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-53.csv,FREAK-domain-53.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-54.csv,FREAK-domain-54.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-55.csv,FREAK-domain-55.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-56.csv,FREAK-domain-56.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-57.csv,FREAK-domain-57.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-58.csv,FREAK-domain-58.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-59.csv,FREAK-domain-59.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-6.csv,FREAK-domain-6.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-60.csv,FREAK-domain-60.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-61.csv,FREAK-domain-61.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-62.csv,FREAK-domain-62.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-63.csv,FREAK-domain-63.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-64.csv,FREAK-domain-64.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-65.csv,FREAK-domain-65.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-66.csv,FREAK-domain-66.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-67.csv,FREAK-domain-67.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-68.csv,FREAK-domain-68.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-69.csv,FREAK-domain-69.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-7.csv,FREAK-domain-7.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-70.csv,FREAK-domain-70.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-71.csv,FREAK-domain-71.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-72.csv,FREAK-domain-72.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-73.csv,FREAK-domain-73.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-74.csv,FREAK-domain-74.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-75.csv,FREAK-domain-75.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-8.csv,FREAK-domain-8.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_1_ON/freq domain/FREAK-domain-9.csv,FREAK-domain-9.csv,motor,motor_1,on,unknown,default,freq,unknown,,,,600,False,no_channel_column|missing_timing_metadata
Motor_Data/MOTOR_2_ON/MOTOR2_ON_Probe1/time domain (far ch1 close ch2)/NewFile1.csv,NewFile1.csv,motor,motor_2,on,ch1_far_ch2_close,probe_1,time,dual,"CH1,CH2",-0.03,5e-05,1200,False,ok
